06/29/22	12:08 AM
Experiment Type:	Generic
Auto Correlation
Scattering angle:	104.0
Duration (s):	900
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.890
Temperature (K):	298.1
Laser intensity (mW):	23.311800
Average Count rate  A (kHz):	221.4
Average Count rate  B (kHz):	221.4
Intercept:	0.9811
Cumulant 1st	5816.84
Cumulant 2nd	6273.38	0.38
Cumulant 3rd	6550.38	0.88

Lag time (s)         g2-1
25.270682	209.407806	0.000000
25.323110	224.742889	0.000000
25.375539	234.565735	0.000000
25.427968	221.939087	0.000000
25.480397	209.064484	0.000000
25.532826	196.533203	0.000000
25.585254	230.789185	0.000000
25.637683	209.789276	0.000000
25.690112	206.642151	0.000000
25.742541	225.105286	0.000000
25.794970	206.718445	0.000000
25.847398	220.165253	0.000000
25.899827	202.980042	0.000000
25.952256	216.121674	0.000000
26.004685	252.609253	0.000000
26.057114	214.252472	0.000000
26.109542	224.685669	0.000000
26.161971	233.078003	0.000000
26.214400	197.868347	0.000000
26.266829	200.691223	0.000000
26.319258	237.159729	0.000000
26.371686	219.821930	0.000000
26.424115	212.802887	0.000000
26.476544	231.304169	0.000000
26.528973	211.849213	0.000000
26.581402	230.655670	0.000000
26.633830	229.587555	0.000000
26.686259	222.415924	0.000000
26.738688	242.214203	0.000000
26.791117	251.579285	0.000000
26.843546	220.832825	0.000000
26.895974	228.805542	0.000000
26.948403	209.140778	0.000000
27.000832	240.783691	0.000000
27.053261	220.794678	0.000000
27.105690	226.802826	0.000000
27.158118	210.647583	0.000000
27.210547	262.451172	0.000000
27.262976	212.936401	0.000000
27.315405	218.982697	0.000000
27.367834	234.165192	0.000000
27.420262	221.729279	0.000000
27.472691	267.467499	0.000000
27.525120	215.816498	0.000000
27.577549	221.290588	0.000000
27.629978	213.661194	0.000000
27.682406	227.375031	0.000000
27.734835	238.151550	0.000000
27.787264	217.933655	0.000000
27.839693	231.666565	0.000000
27.892122	221.538544	0.000000
27.944550	226.116180	0.000000
27.996979	207.862854	0.000000
28.049408	235.919952	0.000000
28.101837	233.745575	0.000000
28.154266	208.091736	0.000000
28.206694	221.385956	0.000000
28.259123	231.685638	0.000000
28.311552	212.650299	0.000000
28.363981	199.699402	0.000000
28.416410	231.819153	0.000000
28.468838	220.985413	0.000000
28.521267	208.721161	0.000000
28.573696	232.257843	0.000000
28.626125	210.227966	0.000000
28.678554	259.418488	0.000000
28.730982	225.791931	0.000000
28.783411	205.993652	0.000000
28.835840	243.148804	0.000000
28.888269	214.176178	0.000000
28.940698	237.579346	0.000000
28.993126	235.767365	0.000000
29.045555	218.811035	0.000000
29.097984	222.129822	0.000000
29.150413	219.707489	0.000000
29.202842	223.712921	0.000000
29.255270	254.554749	0.000000
29.307699	224.914551	0.000000
29.360128	223.999023	0.000000
29.412557	232.334137	0.000000
29.464986	227.527618	0.000000
29.517414	236.663818	0.000000
29.569843	246.639252	0.000000
29.622272	230.274200	0.000000
29.674701	213.012695	0.000000
29.727130	226.669312	0.000000
29.779558	205.459595	0.000000
29.831987	200.786591	0.000000
29.884416	236.682892	0.000000
29.936845	254.497528	0.000000
29.989274	215.969086	0.000000
30.041702	239.849091	0.000000
30.094131	217.437744	0.000000
30.146560	221.443176	0.000000
30.198989	203.819275	0.000000
30.251418	209.369659	0.000000
30.303846	210.723877	0.000000
30.356275	236.682892	0.000000
30.408704	213.127136	0.000000
30.461133	209.312439	0.000000
30.513562	215.702057	0.000000
30.565990	234.451294	0.000000
30.618419	221.958160	0.000000
30.670848	223.007202	0.000000
30.723277	221.462250	0.000000
30.775706	204.277039	0.000000
30.828134	207.481384	0.000000
30.880563	223.217010	0.000000
30.932992	234.527588	0.000000
30.985421	263.843536	0.000000
31.037850	210.895538	0.000000
31.090278	220.146179	0.000000
31.142707	225.944519	0.000000
31.195136	244.522095	0.000000
31.247565	224.742889	0.000000
31.299994	214.462280	0.000000
31.352422	220.623016	0.000000
31.404851	239.772797	0.000000
31.457280	231.971741	0.000000
31.509709	227.928162	0.000000
31.562138	239.601135	0.000000
31.614566	243.396759	0.000000
31.666995	218.849182	0.000000
31.719424	240.707397	0.000000
31.771853	240.306854	0.000000
31.824282	242.424011	0.000000
31.876710	223.808289	0.000000
31.929139	204.944611	0.000000
31.981568	211.315155	0.000000
32.033997	230.350494	0.000000
32.086426	220.642090	0.000000
32.138854	205.097198	0.000000
32.191283	209.655762	0.000000
32.243712	218.582153	0.000000
32.296141	217.151642	0.000000
32.348570	191.459656	0.000000
32.400998	231.418610	0.000000
32.453427	219.211578	0.000000
32.505856	243.301392	0.000000
32.558285	206.832886	0.000000
32.610714	236.797333	0.000000
32.663142	215.721130	0.000000
32.715571	225.143433	0.000000
32.768000	203.189850	0.000000
32.820429	223.598480	0.000000
32.872858	227.127075	0.000000
32.925286	216.884613	0.000000
32.977715	226.173401	0.000000
33.030144	232.162476	0.000000
33.082573	218.219757	0.000000
